Sticker_No,Core_No,Plot,Treatment,fires_since_1986,TSF,Total_carbon,Total_nitrogen,Standard,TreeOpen,CoreDepth,SoilDepth,TopsoilDepth,SoilColour,Weight (g),RatioC:N,Sticker_No,Core_No,Plot,Total_carbon,Total_nitrogen,Bulk_Den_g/cm3
685,31,107,UF,4,4,2.87,0.08,,Open,20,18.5,5,Yellow-Grey,93.86,35.875,685,31,107,2.87,0.08,1.221133844
686,2044,76,UN,0,40,4.28,0.04,,Open,20,18.1,8,Grey,90.92,107,686,2044,76,4.28,0.04,1.209025049
687,2035,77,UN,0,40,1.94,0.03,,Tree,18,16.4,8,Yellow,94.36,64.66666667,687,2035,77,1.94,0.03,1.384836593
688,3053,39,UF,2,4,3.54,0.06,,Tree,20,14.5,4,Yellow,78.64,59,688,3053,39,3.54,0.06,1.305358944
689,2030,5,LN,0,40,2.59,0.04,,Tree,12,12,1,Yellow-Grey,69.42,64.75,689,2030,5,2.59,0.04,1.392380107
690,2042,78,UN,0,40,4.67,0.1,,Tree,15,14,7,Grey,67.3,46.7,690,2042,78,4.67,0.1,1.157021622
691,135,43,LF,1,6,2.13,0.03,,Open,20,14.2,4,Yellow,78.39,71,691,135,43,2.13,0.03,1.328699485
692,2031,77,UN,0,40,2.54,0.05,,Open,20,15.8,5,Yellow,79.95,50.8,692,2031,77,2.54,0.05,1.21791177
693,2045,76,UN,0,40,3.22,0.06,,Open,17,13.4,8,Grey,65.77,53.66666667,693,2045,76,3.22,0.06,1.18134702
694,2002,73,UN,0,40,2.5,0.06,,Open,20,15.5,11,Yellow-Grey,76.35,41.66666667,694,2002,73,2.5,0.06,1.185582526
695,2017,101,UR,4,4,3.09,0.04,,Tree,20,15.8,6,Yellow,89.5,77.25,695,2017,101,3.09,0.04,1.363390913
696,2005,73,UN,0,40,2.5,0.04,,Tree,20,18,5,Yellow,99.81,62.5,696,2005,73,2.5,0.04,1.334614986
697,2042,78,UN,0,40,4.68,0.09,,Tree,15,14,7,Grey,67.3,52,697,2042,78,4.68,0.09,1.157021622
698,2032,77,UN,0,40,1.13,0.03,,Open,19.5,15.7,3,Yellow,93.94,37.66666667,698,2032,77,1.13,0.03,1.440142112
699,2025,5,LN,0,40,4.97,0.07,,Open,18,14,6,Grey,68.14,71,699,2025,5,4.97,0.07,1.171462903
700,6132,,#N/A,#N/A,#N/A,4.02,0.00593,5% char 1.5% kaolin,N/A,,,,,,677.9089376,700,6132,,4.02,0.00593,#DIV/0!
701,2027,5,LN,0,40,3.1,0.04,,Open,20,18.5,6,Yellow,102.44,77.5,701,2027,5,3.1,0.04,1.332761038
702,2013,101,UR,4,4,2.56,0.04,,Open,18.5,16.1,3,Yellow,82.43,64,702,2013,101,2.56,0.04,1.232292685
703,3099,65,LN,0,40,3.61,0.06,,Open,18,14.1,6,Yellow,58.62,60.16666667,703,3099,65,3.61,0.06,1.000647577
704,3042,41,UF,6,6,1.98,0.05,,Tree,20,18.5,3,Yellow,102.39,39.6,704,3042,41,1.98,0.05,1.33211053
705,2037,78,UN,0,40,1.85,0.05,,Open,15,11.8,2,Grey,76.63,37,705,2037,78,1.85,0.05,1.56304422
706,3099,65,LN,0,40,3.62,0.06,,Open,18,14.1,6,Yellow,58.62,60.33333333,706,3099,65,3.62,0.06,1.000647577
707,2026,5,LN,0,40,1.01,0.02,,Open,20,18.2,1,Yellow-Grey,104.29,50.5,707,2026,5,1.01,0.02,1.379195165
708,3057,74,UN,0,40,1.97,0.03,,Open,20,17.6,11,Yellow,88.36,65.66666667,708,3057,74,1.97,0.03,1.208363187
709,2008,99,UR,3,4,1.18,0.03,,Open,20,17.8,6.5,Yellow,100.28,39.33333333,709,2008,99,1.18,0.03,1.355965905
710,6131,,#N/A,#N/A,#N/A,0.77,-0.0054,1% char 1.5% kaolin,N/A,,,,,,-142.5925926,710,6131,,0.77,-0.0054,#DIV/0!
711,3025,98,UR,3,4,1.66,0.05,,Open,20,18.4,3,Yellow,103.18,33.2,711,3025,98,1.66,0.05,1.349684148
712,3008,2,LN,0,40,4.23,0.1,,Tree,20,17,10,Grey,79.58,42.3,712,3008,2,4.23,0.1,1.126703024
713,3002,1,LN,0,40,1.74,0.02,,Open,20,18.8,0,Yellow,110.96,87,713,3002,1,1.74,0.02,1.42057133
714,2004,73,UN,0,40,2.16,0.05,,Tree,20,17.7,4,Yellow,98.95,43.2,714,2004,73,2.16,0.05,1.345541133
715,3047,40,UF,3,4,3.12,0.05,,Tree,17.5,12.3,8,Yellow,59.69,62.4,715,3047,40,3.12,0.05,1.168021707
716,3006,1,LN,0,40,5.31,0.08,,Tree,20,16.8,11,Grey,83.43,66.375,716,3006,1,5.31,0.08,1.195273823
717,2022,4,LN,0,40,10.39,0.23,,Tree,9.5,8,8,Grey,28.16,45.17391304,717,2022,4,10.39,0.23,0.847221776
718,2028,5,LN,0,40,5.98,0.12,,Tree,5.5,5.5,2.5,Yellow-Grey,24.44,49.83333333,718,2028,5,5.98,0.12,1.06952997
719,3071,3,LN,0,40,2.71,0.04,,Tree,20,18.2,4,Yellow,87.85,67.75,719,3071,3,2.71,0.04,1.161782484
720,2007,99,UR,3,4,1.96,0.04,,Open,20,14.5,4,Yellow,75.28,49,720,2007,99,1.96,0.04,1.249585724
721,2024,4,LN,0,40,7.11,0.13,,Tree,8,8,4,Grey,26.09,54.69230769,721,2024,4,7.11,0.13,0.784943755
722,2019,4,LN,0,40,3.21,0.1,,Open,10.5,7,6,Grey,29.85,32.1,722,2019,4,3.21,0.1,1.02636242
723,3099,65,LN,0,40,3.67,0.06,,Open,18,14.1,6,Yellow,58.62,61.16666667,723,3099,65,3.67,0.06,1.000647577
724,2016,101,UR,4,4,1.36,0.02,,Tree,20,17.1,3,Yellow,100.08,68,724,2016,101,1.36,0.02,1.408658217
725,2043,76,UN,0,40,2.1,0.03,,Open,20,17.8,7,Yellow,97.57,70,725,2043,76,2.1,0.03,1.319321832
726,3001,1,LN,0,40,1.5,0.03,,Open,20,18.2,0,Yellow,109.06,50,726,3001,1,1.5,0.03,1.442276582
727,2004,73,UN,0,40,2.22,0.05,,Tree,20,17.7,4,Yellow,98.95,44.4,727,2004,73,2.22,0.05,1.345541133
728,3111,63,LN,0,40,4.33,0.07,,Open,14.5,14.7,2,Grey,70.11,61.85714286,728,3111,63,4.33,0.07,1.147934422
729,3025,98,UR,3,4,1.68,0.05,,Open,20,18.4,3,Yellow,103.18,33.6,729,3025,98,1.68,0.05,1.349684148
730,2043,76,UN,0,40,2.13,0.03,,Open,20,17.8,7,Yellow,97.57,71,730,2043,76,2.13,0.03,1.319321832
731,2014,101,UR,4,4,1.11,0.02,,Open,20,16.9,1,Yellow,97.12,55.5,731,2014,101,1.11,0.02,1.383172723
732,2028,5,LN,0,40,6.09,0.13,,Tree,5.5,5.5,2.5,Yellow-Grey,24.44,46.84615385,732,2028,5,6.09,0.13,1.06952997
733,2037,78,UN,0,40,1.88,0.06,,Open,15,11.8,2,Grey,76.63,31.33333333,733,2037,78,1.88,0.06,1.56304422
734,2013,101,UR,4,4,2.69,0.04,,Open,18.5,16.1,3,Yellow,82.43,67.25,734,2013,101,2.69,0.04,1.232292685
735,2012,99,UR,3,4,1.42,0.04,,Tree,18.5,15.8,3,Yellow,88.34,35.5,735,2012,99,1.42,0.04,1.345720148
736,2034,77,UN,0,40,1.51,0.04,,Tree,20,18.8,6,Yellow,109.51,37.75,736,2034,77,1.51,0.04,1.402007627
737,2008,99,UR,3,4,1.21,0.03,,Open,20,17.8,6.5,Yellow,100.28,40.33333333,737,2008,99,1.21,0.03,1.355965905
738,3047,40,UF,3,4,3.18,0.05,,Tree,17.5,12.3,8,Yellow,59.69,63.6,738,3047,40,3.18,0.05,1.168021707
739,3071,3,LN,0,40,2.78,0.04,,Tree,20,18.2,4,Yellow,87.85,69.5,739,3071,3,2.78,0.04,1.161782484
740,2010,99,UR,3,4,3.08,0.05,,Tree,20,16.5,7,Yellow,82.81,61.6,740,2010,99,3.08,0.05,1.20796204
741,2007,99,UR,3,4,2,0.04,,Open,20,14.5,4,Yellow,75.28,50,741,2007,99,2,0.04,1.249585724
742,3008,2,LN,0,40,4.33,0.1,,Tree,20,17,10,Grey,79.58,43.3,742,3008,2,4.33,0.1,1.126703024
743,2019,4,LN,0,40,3.3,0.1,,Open,10.5,7,6,Grey,29.85,33,743,2019,4,3.3,0.1,1.02636242
744,2027,5,LN,0,40,3.17,0.05,,Open,20,18.5,6,Yellow,102.44,63.4,744,2027,5,3.17,0.05,1.332761038
745,2007,99,UR,3,4,2.01,0.05,,Open,20,14.5,4,Yellow,75.28,40.2,745,2007,99,2.01,0.05,1.249585724
746,2003,73,UN,0,40,2.25,0.05,,Open,20,16.5,2,Yellow,86.36,45,746,2003,73,2.25,0.05,1.259746429
747,2010,99,UR,3,4,3.07,0.05,,Tree,20,16.5,7,Yellow,82.81,61.4,747,2010,99,3.07,0.05,1.20796204
748,3001,1,LN,0,40,1.52,0.03,,Open,20,18.2,0,Yellow,109.06,50.66666667,748,3001,1,1.52,0.03,1.442276582
749,3135,51,UR,2,4,2.71,0.04,,Open,16,15.5,6,Yellow,71.86,67.75,749,3135,51,2.71,0.04,1.115860646
750,3135,51,UR,2,4,2.7,0.05,,Open,16,15.5,6,Yellow,71.86,54,750,3135,51,2.7,0.05,1.115860646
751,2026,5,LN,0,40,1.07,0.02,,Open,20,18.2,1,Yellow-Grey,104.29,53.5,751,2026,5,1.07,0.02,1.379195165
752,3008,2,LN,0,40,4.34,0.1,,Tree,20,17,10,Grey,79.58,43.4,752,3008,2,4.34,0.1,1.126703024
753,3042,41,UF,6,6,2.02,0.05,,Tree,20,18.5,3,Yellow,102.39,40.4,753,3042,41,2.02,0.05,1.33211053
754,3006,1,LN,0,40,5.48,0.08,,Tree,20,16.8,11,Grey,83.43,68.5,754,3006,1,5.48,0.08,1.195273823
755,2008,99,UR,3,4,1.23,0.03,,Open,20,17.8,6.5,Yellow,100.28,41,755,2008,99,1.23,0.03,1.355965905
756,2034,77,UN,0,40,1.52,0.04,,Tree,20,18.8,6,Yellow,109.51,38,756,2034,77,1.52,0.04,1.402007627
757,2037,78,UN,0,40,1.87,0.05,,Open,15,11.8,2,Grey,76.63,37.4,757,2037,78,1.87,0.05,1.56304422
758,3057,74,UN,0,40,2.01,0.03,,Open,20,17.6,11,Yellow,88.36,67,758,3057,74,2.01,0.03,1.208363187
759,2022,4,LN,0,40,10.59,0.23,,Tree,9.5,8,8,Grey,28.16,46.04347826,759,2022,4,10.59,0.23,0.847221776
760,3135,51,UR,2,4,2.71,0.04,,Open,16,15.5,6,Yellow,71.86,67.75,760,3135,51,2.71,0.04,1.115860646
761,3071,3,LN,0,40,2.77,0.04,,Tree,20,18.2,4,Yellow,87.85,69.25,761,3071,3,2.77,0.04,1.161782484
762,3111,63,LN,0,40,4.38,0.07,,Open,14.5,14.7,2,Grey,70.11,62.57142857,762,3111,63,4.38,0.07,1.147934422
763,2022,4,LN,0,40,10.64,0.23,,Tree,9.5,8,8,Grey,28.16,46.26086957,763,2022,4,10.64,0.23,0.847221776
764,2018,101,UR,4,4,7.83,0.12,,Tree,11,8.7,6,Yellow-Grey,32.87,65.25,764,2018,101,7.83,0.12,0.909358013
765,2004,73,UN,0,40,2.21,0.05,,Tree,20,17.7,4,Yellow,98.95,44.2,765,2004,73,2.21,0.05,1.345541133
766,2027,5,LN,0,40,3.2,0.04,,Open,20,18.5,6,Yellow,102.44,80,766,2027,5,3.2,0.04,1.332761038
767,3042,41,UF,6,6,2.05,0.05,,Tree,20,18.5,3,Yellow,102.39,41,767,3042,41,2.05,0.05,1.33211053
768,3001,1,LN,0,40,1.51,0.03,,Open,20,18.2,0,Yellow,109.06,50.33333333,768,3001,1,1.51,0.03,1.442276582
769,2043,76,UN,0,40,2.15,0.03,,Open,20,17.8,7,Yellow,97.57,71.66666667,769,2043,76,2.15,0.03,1.319321832
770,2034,77,UN,0,40,1.53,0.04,,Tree,20,18.8,6,Yellow,109.51,38.25,770,2034,77,1.53,0.04,1.402007627
771,2012,99,UR,3,4,1.44,0.04,,Tree,18.5,15.8,3,Yellow,88.34,36,771,2012,99,1.44,0.04,1.345720148
772,2016,101,UR,4,4,1.4,0.01,,Tree,20,17.1,3,Yellow,100.08,140,772,2016,101,1.4,0.01,1.408658217
773,6130,,#N/A,#N/A,#N/A,0,0,12.5% kaolin,N/A,,,,,,#DIV/0!,773,6130,,0,0,#DIV/0!
774,3006,1,LN,0,40,5.43,0.08,,Tree,20,16.8,11,Grey,83.43,67.875,774,3006,1,5.43,0.08,1.195273823
775,3057,74,UN,0,40,2.02,0.04,,Open,20,17.6,11,Yellow,88.36,50.5,775,3057,74,2.02,0.04,1.208363187
776,3002,1,LN,0,40,1.82,0.03,,Open,20,18.8,0,Yellow,110.96,60.66666667,776,3002,1,1.82,0.03,1.42057133
777,2024,4,LN,0,40,7.26,0.13,,Tree,8,8,4,Grey,26.09,55.84615385,777,2024,4,7.26,0.13,0.784943755
778,2019,4,LN,0,40,3.3,0.13,,Open,10.5,7,6,Grey,29.85,25.38461538,778,2019,4,3.3,0.13,1.02636242
779,2028,5,LN,0,40,6.14,0.15,,Tree,5.5,5.5,2.5,Yellow-Grey,24.44,40.93333333,779,2028,5,6.14,0.15,1.06952997
780,3111,63,LN,0,40,4.33,0.09,,Open,14.5,14.7,2,Grey,70.11,48.11111111,780,3111,63,4.33,0.09,1.147934422
781,2018,101,UR,4,4,7.85,0.15,,Tree,11,8.7,6,Yellow-Grey,32.87,52.33333333,781,2018,101,7.85,0.15,0.909358013
782,2037,78,UN,0,40,1.91,0.08,,Open,15,11.8,2,Grey,76.63,23.875,782,2037,78,1.91,0.08,1.56304422
783,2024,4,LN,0,40,7.27,0.16,,Tree,8,8,4,Grey,26.09,45.4375,783,2024,4,7.27,0.16,0.784943755
784,2010,99,UR,3,4,3.09,0.08,,Tree,20,16.5,7,Yellow,82.81,38.625,784,2010,99,3.09,0.08,1.20796204
785,6132,,#N/A,#N/A,#N/A,4.1,0.00705,5% char 1.5% kaolin,N/A,,,,,,581.5602837,785,6132,,4.1,0.00705,#DIV/0!
786,3047,40,UF,3,4,3.21,0.05,,Tree,17.5,12.3,8,Yellow,59.69,64.2,786,3047,40,3.21,0.05,1.168021707
787,2014,101,UR,4,4,1.11,0.02,,Open,20,16.9,1,Yellow,97.12,55.5,787,2014,101,1.11,0.02,1.383172723
788,2003,73,UN,0,40,2.26,0.05,,Open,20,16.5,2,Yellow,86.36,45.2,788,2003,73,2.26,0.05,1.259746429
789,2016,101,UR,4,4,1.4,0.01,,Tree,20,17.1,3,Yellow,100.08,140,789,2016,101,1.4,0.01,1.408658217
790,2037,78,UN,0,40,1.89,0.05,,Open,15,11.8,2,Grey,76.63,37.8,790,2037,78,1.89,0.05,1.56304422
791,2014,101,UR,4,4,1.11,0.02,,Open,20,16.9,1,Yellow,97.12,55.5,791,2014,101,1.11,0.02,1.383172723
792,3025,98,UR,3,4,1.68,0.05,,Open,20,18.4,3,Yellow,103.18,33.6,792,3025,98,1.68,0.05,1.349684148
793,3002,1,LN,0,40,1.83,0.03,,Open,20,18.8,0,Yellow,110.96,61,793,3002,1,1.83,0.03,1.42057133
794,2026,5,LN,0,40,1.07,0.03,,Open,20,18.2,1,Yellow-Grey,104.29,35.66666667,794,2026,5,1.07,0.03,1.379195165
795,31,107,UF,4,4,2.94,0.08,,Open,20,18.5,5,Yellow-Grey,93.86,36.75,795,31,107,2.94,0.08,1.221133844
796,2013,101,UR,4,4,2.69,0.05,,Open,18.5,16.1,3,Yellow,82.43,53.8,796,2013,101,2.69,0.05,1.232292685
797,2012,99,UR,3,4,1.44,0.04,,Tree,18.5,15.8,3,Yellow,88.34,36,797,2012,99,1.44,0.04,1.345720148
798,3075,38,UF,3,4,1.96,0.02,,Open,20,15.7,7,Yellow,90.5,98,798,3075,38,1.96,0.02,1.387405377
799,2003,73,UN,0,40,2.27,0.05,,Open,20,16.5,2,Yellow,86.36,45.4,799,2003,73,2.27,0.05,1.259746429
800,2018,101,UR,4,4,7.81,0.12,,Tree,11,8.7,6,Yellow-Grey,32.87,65.08333333,800,2018,101,7.81,0.12,0.909358013
801,3009,2,LN,0,40,7.02,0.15,,Tree,17,13.8,8,Grey,69.18,46.8,801,3009,2,7.02,0.15,1.206579432
802,3005,1,LN,0,40,2.2,0.03,,Tree,20,17.4,6,Grey,94.78,73.33333333,802,3005,1,2.2,0.03,1.311057993
803,3072,3,LN,0,40,1.46,0.04,,Tree,20,17.5,7,Yellow,97.39,36.5,803,3072,3,1.46,0.04,1.33946313
804,3088,61,LN,0,40,1.27,0.02,,Tree,20,16.4,9,Yellow,87.43,63.5,804,3088,61,1.27,0.02,1.283131235
805,3091,66,LN,0,40,2.07,0.04,,Open,20,15.8,5,Yellow,73.83,51.75,805,3091,66,2.07,0.04,1.124683252
806,3090,61,LN,0,40,2.21,0.04,,Tree,20,15.8,2,Yellow,72.24,55.25,806,3090,61,2.21,0.04,1.100462118
807,3037,41,UF,6,6,4.53,0.09,,Open,20,16.5,15,Yellow,78.85,50.33333333,807,3037,41,4.53,0.09,1.150196919
808,3074,38,UF,3,4,9.17,0.07,,Open,20,12,6,Yellow,39.22,131,808,3074,38,9.17,0.07,0.786648629
809,3062,75,UN,0,40,3.01,0.05,,Open,20,18.2,7,Yellow,91.36,60.2,809,3062,75,3.01,0.05,1.208200885
810,3012,2,LN,0,40,2.46,0.05,,Open,20,18,8,Grey,92.03,49.2,810,3012,2,2.46,0.05,1.230584282
811,3078,38,UF,3,4,2.76,0.03,,Tree,20,17.5,3,Yellow,95.59,92,811,3078,38,2.76,0.03,1.31470665
812,3014,100,UR,2,12,1.63,0.04,,Open,20,17.8,5,Yellow-Grey,105.85,40.75,812,3014,100,1.63,0.04,1.43128232
813,3010,2,LN,0,40,2.25,0.07,,Open,20,16.6,6,Grey,88.28,32.14285714,813,3010,2,2.25,0.07,1.279996208
814,3098,65,LN,0,40,1.49,0.04,,Open,20,17.9,3,Yellow,111.15,37.25,814,3098,65,1.49,0.04,1.494551493
815,3088,61,LN,0,40,1.28,0.02,,Tree,20,16.4,9,Yellow,87.43,64,815,3088,61,1.28,0.02,1.283131235
816,3089,61,LN,0,40,3.61,0.05,,Tree,20,17.4,4,Yellow,84.88,72.2,816,3089,61,3.61,0.05,1.174114818
817,3095,66,LN,0,40,2.25,0.05,,Tree,20,18.1,4,Yellow,101.8,45,817,3095,66,2.25,0.05,1.353703805
818,3078,38,UF,3,4,2.76,0.03,,Tree,20,17.5,3,Yellow,95.59,92,818,3078,38,2.76,0.03,1.31470665
819,3037,41,UF,6,6,4.56,0.09,,Open,20,16.5,15,Yellow,78.85,50.66666667,819,3037,41,4.56,0.09,1.150196919
820,3019,97,UR,2,4,1.69,0.04,,Open,20,17,3,Yellow,100.46,42.25,820,3019,97,1.69,0.04,1.422324526
821,3012,2,LN,0,40,2.44,0.05,,Open,20,18,8,Grey,92.03,48.8,821,3012,2,2.44,0.05,1.230584282
822,3094,66,LN,0,40,3.56,0.04,,Tree,20,15.7,10,Yellow,77.13,89,822,3094,66,3.56,0.04,1.182437312
823,3024,97,UR,2,4,2.06,0.08,,Tree,15.5,14,3,Yellow,73.92,25.75,823,3024,97,2.06,0.08,1.270832665
824,3077,38,UF,3,4,5.57,0.09,,Tree,15.5,14.6,10,Grey,61.31,61.88888889,824,3077,38,5.57,0.09,1.010724765
825,3064,75,UN,0,40,5.36,0.09,,Tree,20,16.6,7,Yellow,74.32,59.55555556,825,3064,75,5.36,0.09,1.077586296
826,3077,38,UF,3,4,5.58,0.1,,Tree,15.5,14.6,10,Grey,61.31,55.8,826,3077,38,5.58,0.1,1.010724765
827,3063,75,UN,0,40,3.06,0.05,,Open,16,14.8,8,Yellow,69.85,61.2,827,3063,75,3.06,0.05,1.135949806
828,3033,42,UF,5,4,1.56,0.03,,Open,20,17.8,6,Yellow-Grey,103.85,52,828,3033,42,1.56,0.03,1.404238724
829,3074,38,UF,3,4,9.23,0.07,,Open,20,12,6,Yellow,39.22,131.8571429,829,3074,38,9.23,0.07,0.786648629
830,3095,66,LN,0,40,2.26,0.05,,Tree,20,18.1,4,Yellow,101.8,45.2,830,3095,66,2.26,0.05,1.353703805
831,3045,40,UF,3,4,2.57,0.04,,Open,20,17.7,8,Grey,90.5,64.25,831,3045,40,2.57,0.04,1.230636408
832,3089,61,LN,0,40,3.62,0.05,,Tree,20,17.4,4,Yellow,84.88,72.4,832,3089,61,3.62,0.05,1.174114818
833,3061,75,UN,0,40,3.82,0.05,,Open,20,17.3,10,Yellow,82.64,76.4,833,3061,75,3.82,0.05,1.149737382
834,3063,75,UN,0,40,3.06,0.04,,Open,16,14.8,8,Yellow,69.85,76.5,834,3063,75,3.06,0.04,1.135949806
835,6131,,#N/A,#N/A,#N/A,0.78,0.00207,1% char 1.5% kaolin,N/A,,,,,,376.8115942,835,6131,,0.78,0.00207,#DIV/0!
836,3087,61,LN,0,40,1.64,0.03,,Open,20,17.5,6,Yellow,93.11,54.66666667,836,3087,61,1.64,0.03,1.280597721
837,3073,38,UF,3,4,3,0.05,,Open,20,13.8,7,Yellow,63.53,60,837,3073,38,3,0.05,1.108036879
838,3012,2,LN,0,40,2.44,0.05,,Open,20,18,8,Grey,92.03,48.8,838,3012,2,2.44,0.05,1.230584282
839,3028,98,UR,3,4,2.04,0.05,,Tree,20,16.4,6,Yellow,89.42,40.8,839,3028,98,2.04,0.05,1.312336669
840,3064,75,UN,0,40,5.33,0.09,,Tree,20,16.6,7,Yellow,74.32,59.22222222,840,3064,75,5.33,0.09,1.077586296
841,3087,61,LN,0,40,1.64,0.03,,Open,20,17.5,6,Yellow,93.11,54.66666667,841,3087,61,1.64,0.03,1.280597721
842,3014,100,UR,2,12,1.65,0.04,,Open,20,17.8,5,Yellow-Grey,105.85,41.25,842,3014,100,1.65,0.04,1.43128232
843,6130,,#N/A,#N/A,#N/A,0,0,12.5% kaolin,N/A,,,,,,#DIV/0!,843,6130,,0,0,#DIV/0!
844,3005,1,LN,0,40,2.22,0.03,,Tree,20,17.4,6,Grey,94.78,74,844,3005,1,2.22,0.03,1.311057993
845,3064,75,UN,0,40,5.36,0.09,,Tree,20,16.6,7,Yellow,74.32,59.55555556,845,3064,75,5.36,0.09,1.077586296
846,3045,40,UF,3,4,2.58,0.04,,Open,20,17.7,8,Grey,90.5,64.5,846,3045,40,2.58,0.04,1.230636408
847,3091,66,LN,0,40,2.1,0.04,,Open,20,15.8,5,Yellow,73.83,52.5,847,3091,66,2.1,0.04,1.124683252
848,3012,2,LN,0,40,2.45,0.05,,Open,20,18,8,Grey,92.03,49,848,3012,2,2.45,0.05,1.230584282
849,3062,75,UN,0,40,3.02,0.05,,Open,20,18.2,7,Yellow,91.36,60.4,849,3062,75,3.02,0.05,1.208200885
850,3028,98,UR,3,4,2.05,0.04,,Tree,20,16.4,6,Yellow,89.42,51.25,850,3028,98,2.05,0.04,1.312336669
851,3090,61,LN,0,40,2.23,0.04,,Tree,20,15.8,2,Yellow,72.24,55.75,851,3090,61,2.23,0.04,1.100462118
852,3074,38,UF,3,4,9.24,0.07,,Open,20,12,6,Yellow,39.22,132,852,3074,38,9.24,0.07,0.786648629
853,3066,75,UN,0,40,3.18,0.07,,Tree,20,16.8,7,Yellow,77.22,45.42857143,853,3066,75,3.18,0.07,1.106305221
854,3087,61,LN,0,40,1.64,0.03,,Open,20,17.5,6,Yellow,93.11,54.66666667,854,3087,61,1.64,0.03,1.280597721
855,3082,37,UF,4,4,1.97,0.03,,Open,20,16.9,5,Yellow,90.14,65.66666667,855,3082,37,1.97,0.03,1.283764304
856,3066,75,UN,0,40,3.2,0.08,,Tree,20,16.8,7,Yellow,77.22,40,856,3066,75,3.2,0.08,1.106305221
857,3078,38,UF,3,4,2.77,0.03,,Tree,20,17.5,3,Yellow,95.59,92.33333333,857,3078,38,2.77,0.03,1.31470665
858,3094,66,LN,0,40,3.58,0.04,,Tree,20,15.7,10,Yellow,77.13,89.5,858,3094,66,3.58,0.04,1.182437312
859,3082,37,UF,4,4,1.99,0.03,,Open,20,16.9,5,Yellow,90.14,66.33333333,859,3082,37,1.99,0.03,1.283764304
860,3075,38,UF,3,4,1.94,0.02,,Open,20,15.7,7,Yellow,90.5,97,860,3075,38,1.94,0.02,1.387405377
861,3009,2,LN,0,40,7.11,0.14,,Tree,17,13.8,8,Grey,69.18,50.78571429,861,3009,2,7.11,0.14,1.206579432
862,3010,2,LN,0,40,2.26,0.07,,Open,20,16.6,6,Grey,88.28,32.28571429,862,3010,2,2.26,0.07,1.279996208
863,3095,66,LN,0,40,2.27,0.05,,Tree,20,18.1,4,Yellow,101.8,45.4,863,3095,66,2.27,0.05,1.353703805
864,3098,65,LN,0,40,1.49,0.04,,Open,20,17.9,3,Yellow,111.15,37.25,864,3098,65,1.49,0.04,1.494551493
865,3061,75,UN,0,40,3.83,0.05,,Open,20,17.3,10,Yellow,82.64,76.6,865,3061,75,3.83,0.05,1.149737382
866,3088,61,LN,0,40,1.29,0.02,,Tree,20,16.4,9,Yellow,87.43,64.5,866,3088,61,1.29,0.02,1.283131235
867,3054,39,UF,2,4,2.22,0.05,,Tree,20,16.2,10,Grey,75.98,44.4,867,3054,39,2.22,0.05,1.128856456
868,3073,38,UF,3,4,3.03,0.05,,Open,20,13.8,7,Yellow,63.53,60.6,868,3073,38,3.03,0.05,1.108036879
869,3019,97,UR,2,4,1.69,0.04,,Open,20,17,3,Yellow,100.46,42.25,869,3019,97,1.69,0.04,1.422324526
870,3077,38,UF,3,4,5.58,0.1,,Tree,15.5,14.6,10,Grey,61.31,55.8,870,3077,38,5.58,0.1,1.010724765
871,3037,41,UF,6,6,4.58,0.09,,Open,20,16.5,15,Yellow,78.85,50.88888889,871,3037,41,4.58,0.09,1.150196919
872,3094,66,LN,0,40,3.58,0.04,,Tree,20,15.7,10,Yellow,77.13,89.5,872,3094,66,3.58,0.04,1.182437312
873,3024,97,UR,2,4,2.07,0.08,,Tree,15.5,14,3,Yellow,73.92,25.875,873,3024,97,2.07,0.08,1.270832665
874,3005,1,LN,0,40,2.21,0.03,,Tree,20,17.4,6,Grey,94.78,73.66666667,874,3005,1,2.21,0.03,1.311057993
875,3033,42,UF,5,4,1.56,0.03,,Open,20,17.8,6,Yellow-Grey,103.85,52,875,3033,42,1.56,0.03,1.404238724
876,3012,2,LN,0,40,2.48,0.06,,Open,20,18,8,Grey,92.03,41.33333333,876,3012,2,2.48,0.06,1.230584282
877,6132,,#N/A,#N/A,#N/A,4.04,0.0073,5% char 1.5% kaolin,N/A,,,,,,553.4246575,877,6132,,4.04,0.0073,#DIV/0!
878,3062,75,UN,0,40,2.99,0.05,,Open,20,18.2,7,Yellow,91.36,59.8,878,3062,75,2.99,0.05,1.208200885
879,3072,3,LN,0,40,1.44,0.04,,Tree,20,17.5,7,Yellow,97.39,36,879,3072,3,1.44,0.04,1.33946313
880,31,107,UF,4,4,2.91,0.08,,Open,20,18.5,5,Yellow-Grey,93.86,36.375,880,31,107,2.91,0.08,1.221133844
881,3010,2,LN,0,40,2.25,0.07,,Open,20,16.6,6,Grey,88.28,32.14285714,881,3010,2,2.25,0.07,1.279996208
882,3082,37,UF,4,4,1.97,0.03,,Open,20,16.9,5,Yellow,90.14,65.66666667,882,3082,37,1.97,0.03,1.283764304
883,3045,40,UF,3,4,2.56,0.04,,Open,20,17.7,8,Grey,90.5,64,883,3045,40,2.56,0.04,1.230636408
884,3072,3,LN,0,40,1.43,0.04,,Tree,20,17.5,7,Yellow,97.39,35.75,884,3072,3,1.43,0.04,1.33946313
